_step_x,train/mean_loss,_step_y,val/mean_loss
6,24.920589447021484,88.0,5.495636940002441
14,11.551118850708008,139.0,5.366774559020996
22,8.698726654052734,358.0,5.187315464019775
30,7.542319297790527,528.0,4.928233623504639
38,6.971641540527344,698.0,4.785102844238281
46,6.503818988800049,868.0,4.5718817710876465
54,6.233835697174072,1038.0,4.629886627197266
62,5.854477405548096,1208.0,4.36664342880249
70,5.673745155334473,1378.0,4.2919511795043945
78,5.4803619384765625,1548.0,4.40994930267334
97,6.618335247039795,1718.0,4.578924655914307
105,5.634829998016357,1888.0,4.527669429779053
113,5.369840145111084,2058.0,4.5771307945251465
121,5.275537967681885,2228.0,4.481197357177734
129,5.06913948059082,2398.0,4.598634243011475
148,6.132645606994629,2568.0,4.412343978881836
156,6.059878349304199,2738.0,4.401118278503418
164,5.917002201080322,2788.0,4.3838605880737305
172,5.850185871124268,2838.0,4.402807235717773
180,5.691563606262207,2888.0,4.330272674560547
188,5.596715927124023,2938.0,4.323272705078125
196,5.578540325164795,2988.0,4.330111980438232
204,5.508804798126221,3038.0,4.362265586853027
212,5.4741950035095215,3088.0,4.349756717681885
220,5.431092262268066,3138.0,4.328407287597656
228,5.386823654174805,3188.0,4.337723255157471
236,5.3438825607299805,3238.0,4.311434745788574
244,5.290401458740234,3288.0,4.314175605773926
252,5.261950969696045,3338.0,4.313482761383057
260,5.134796619415283,3388.0,4.2916083335876465
268,5.1292290687561035,3438.0,4.3056840896606445
276,5.136220932006836,3488.0,4.301083087921143
284,5.141103267669678,3530.0,4.298225402832031
292,5.046110153198242,,
300,5.0129876136779785,,
308,5.033881664276123,,
316,4.96786642074585,,
324,4.96686315536499,,
332,4.910177230834961,,
340,4.868894100189209,,
348,4.894847869873047,,
366,9.797407150268555,,
374,5.168598651885986,,
382,5.021763324737549,,
390,4.973327159881592,,
398,4.913964748382568,,
406,4.969581127166748,,
414,4.870553970336914,,
422,4.873776912689209,,
430,4.801488399505615,,
438,4.8433685302734375,,
446,4.813077926635742,,
454,4.785958290100098,,
462,4.827788352966309,,
470,4.764235496520996,,
478,4.706629276275635,,
486,4.746293067932129,,
494,4.712426662445068,,
502,4.657992362976074,,
510,4.7361674308776855,,
518,4.5950236320495605,,
536,4.627909183502197,,
544,4.604188919067383,,
552,4.576117992401123,,
560,4.56483793258667,,
568,4.5735907554626465,,
576,4.5202155113220215,,
584,4.546655178070068,,
592,4.510664463043213,,
600,4.505043029785156,,
608,4.475887298583984,,
616,4.427021026611328,,
624,4.491957664489746,,
632,4.435094833374023,,
640,4.456949234008789,,
648,4.435738563537598,,
656,4.4463958740234375,,
664,4.423202037811279,,
672,4.341104507446289,,
680,4.3798346519470215,,
688,4.415924072265625,,
706,4.378391265869141,,
714,4.347236156463623,,
722,4.319275856018066,,
730,4.353424072265625,,
738,4.327902793884277,,
746,4.302689075469971,,
754,4.344632625579834,,
762,4.262123107910156,,
770,4.272902011871338,,
778,4.236573696136475,,
786,4.285722255706787,,
794,4.259909152984619,,
802,4.284635066986084,,
810,4.255615234375,,
818,4.162520408630371,,
826,4.183763027191162,,
834,4.204254627227783,,
842,4.235145092010498,,
850,4.227372169494629,,
858,4.147085666656494,,
876,4.150269031524658,,
884,4.185456275939941,,
892,4.13384485244751,,
900,4.132391929626465,,
908,4.1037278175354,,
916,4.156771659851074,,
924,4.122768402099609,,
932,4.118366241455078,,
940,4.088237762451172,,
948,4.121432781219482,,
956,4.040912628173828,,
964,4.060133934020996,,
972,4.040975093841553,,
980,4.054870128631592,,
988,4.0241007804870605,,
996,4.013578414916992,,
1004,4.007029056549072,,
1012,3.9558420181274414,,
1020,4.006401538848877,,
1028,4.003015041351318,,
1046,4.0361175537109375,,
1054,3.992658853530884,,
1062,3.931673049926758,,
1070,3.9556682109832764,,
1078,3.9187910556793213,,
1086,3.9386212825775146,,
1094,3.9008121490478516,,
1102,3.9463775157928467,,
1110,3.906956672668457,,
1118,3.8454177379608154,,
1126,3.8925411701202393,,
1134,3.904259443283081,,
1142,3.8979878425598145,,
1150,3.875598430633545,,
1158,3.852909803390503,,
1166,3.843510627746582,,
1174,3.819880247116089,,
1182,3.8186209201812744,,
1190,3.785175085067749,,
1198,3.764847993850708,,
1216,3.7732064723968506,,
1224,3.7644431591033936,,
1232,3.760178327560425,,
1240,3.729327917098999,,
1248,3.750244379043579,,
1256,3.7512471675872803,,
1264,3.733466148376465,,
1272,3.7809553146362305,,
1280,3.698578357696533,,
1288,3.6212658882141113,,
1296,3.7215514183044434,,
1304,3.6715705394744873,,
1312,3.6621642112731934,,
1320,3.6510753631591797,,
1328,3.6634232997894287,,
1336,3.6165599822998047,,
1344,3.573446273803711,,
1352,3.590872049331665,,
1360,3.614001989364624,,
1368,3.5913381576538086,,
1386,3.5515971183776855,,
1394,3.5553224086761475,,
1402,3.5421838760375977,,
1410,3.569114923477173,,
1418,3.5623891353607178,,
1426,3.4671144485473633,,
1434,3.5053038597106934,,
1442,3.4991683959960938,,
1450,3.4911000728607178,,
1458,3.547041177749634,,
1466,3.513413190841675,,
1474,3.5113070011138916,,
1482,3.478381633758545,,
1490,3.427236318588257,,
1498,3.3875973224639893,,
1506,3.433711290359497,,
1514,3.4180922508239746,,
1522,3.42722225189209,,
1530,3.422029972076416,,
1538,3.411421775817871,,
1556,3.4245402812957764,,
1564,3.3820691108703613,,
1572,3.3452963829040527,,
1580,3.3533413410186768,,
1588,3.2953221797943115,,
1596,3.3023805618286133,,
1604,3.3379557132720947,,
1612,3.311192512512207,,
1620,3.3230409622192383,,
1628,3.2931246757507324,,
1636,3.288499116897583,,
1644,3.254054546356201,,
1652,3.2072744369506836,,
1660,3.1936450004577637,,
1668,3.228945732116699,,
1676,3.2035679817199707,,
1684,3.1967239379882812,,
1692,3.1521687507629395,,
1700,3.1473469734191895,,
1708,3.183974266052246,,
1726,3.132373332977295,,
1734,3.110952138900757,,
1742,3.0998542308807373,,
1750,3.0776615142822266,,
1758,3.092669725418091,,
1766,3.086815595626831,,
1774,3.067870616912842,,
1782,2.998584270477295,,
1790,3.05883526802063,,
1798,3.0206410884857178,,
1806,3.0209755897521973,,
1814,3.006166458129883,,
1822,3.002164363861084,,
1830,2.986968517303467,,
1838,2.9983606338500977,,
1846,2.9689197540283203,,
1854,2.907198190689087,,
1862,2.9475250244140625,,
1870,2.928373336791992,,
1878,2.891791343688965,,
1896,2.8914151191711426,,
1904,2.942333459854126,,
1912,2.89210844039917,,
1920,2.8460469245910645,,
1928,2.853973865509033,,
1936,2.854429244995117,,
1944,2.8919897079467773,,
1952,2.8313517570495605,,
1960,2.8562402725219727,,
1968,2.822171926498413,,
1976,2.787243604660034,,
1984,2.798635244369507,,
1992,2.7354369163513184,,
2000,2.7656772136688232,,
2008,2.7822585105895996,,
2016,2.739264488220215,,
2024,2.741276741027832,,
2032,2.7181880474090576,,
2040,2.6727616786956787,,
2048,2.704704523086548,,
2066,2.685506820678711,,
2074,2.699068784713745,,
2082,2.666517972946167,,
2090,2.6491191387176514,,
2098,2.631175994873047,,
2106,2.6563456058502197,,
2114,2.6515605449676514,,
2122,2.640143632888794,,
2130,2.5773801803588867,,
2138,2.6614787578582764,,
2146,2.593898296356201,,
2154,2.5602662563323975,,
2162,2.5513272285461426,,
2170,2.5926222801208496,,
2178,2.569194793701172,,
2186,2.546653985977173,,
2194,2.5474298000335693,,
2202,2.542448043823242,,
2210,2.5277669429779053,,
2218,2.5680673122406006,,
2236,2.5350279808044434,,
2244,2.520519256591797,,
2252,2.499664306640625,,
2260,2.5141921043395996,,
2268,2.4460182189941406,,
2276,2.4904322624206543,,
2284,2.4636659622192383,,
2292,2.50049090385437,,
2300,2.429083824157715,,
2308,2.4581332206726074,,
2316,2.446462631225586,,
2324,2.424678087234497,,
2332,2.421419143676758,,
2340,2.408543348312378,,
2348,2.3762197494506836,,
2356,2.354607343673706,,
2364,2.374530076980591,,
2372,2.3532845973968506,,
2380,2.354487895965576,,
2388,2.3685336112976074,,
2406,2.330998182296753,,
2414,2.3397412300109863,,
2422,2.3156039714813232,,
2430,2.340710163116455,,
2438,2.3122034072875977,,
2446,2.27449369430542,,
2454,2.2875781059265137,,
2462,2.291818141937256,,
2470,2.266169548034668,,
2478,2.27873158454895,,
2486,2.301799774169922,,
2494,2.2747230529785156,,
2502,2.2488768100738525,,
2510,2.285257577896118,,
2518,2.2226674556732178,,
2526,2.2573869228363037,,
2534,2.1984574794769287,,
2542,2.2504208087921143,,
2550,2.245748996734619,,
2558,2.2395637035369873,,
2576,2.2351269721984863,,
2584,2.2348015308380127,,
2592,2.1821000576019287,,
2600,2.1999454498291016,,
2608,2.2160847187042236,,
2616,2.1778924465179443,,
2624,2.143577814102173,,
2632,2.140425682067871,,
2640,2.1384568214416504,,
2648,2.099184274673462,,
2656,2.1065402030944824,,
2664,2.15205979347229,,
2672,2.1282765865325928,,
2680,2.1316182613372803,,
2688,2.1023707389831543,,
2696,2.105692148208618,,
2704,2.121300220489502,,
2712,2.1149120330810547,,
2720,2.073821544647217,,
2728,2.0653650760650635,,
2746,2.075897693634033,,
2754,2.0835680961608887,,
2762,2.063917875289917,,
2770,2.0698797702789307,,
2778,2.0655136108398438,,
2796,2.0653278827667236,,
2804,2.0481629371643066,,
2812,2.052656888961792,,
2820,2.0529232025146484,,
2828,2.0466997623443604,,
2846,2.004674196243286,,
2854,2.0623960494995117,,
2862,2.0272696018218994,,
2870,2.035642623901367,,
2878,2.015927314758301,,
2896,2.0106351375579834,,
2904,2.0006585121154785,,
2912,1.995054841041565,,
2920,1.9488446712493896,,
2928,2.0273470878601074,,
2946,1.9821871519088745,,
2954,1.984074592590332,,
2962,1.9932169914245605,,
2970,1.9971256256103516,,
2978,1.9768661260604858,,
2996,1.9677903652191162,,
3004,1.9804784059524536,,
3012,1.9831310510635376,,
3020,1.9914242029190063,,
3028,1.9533843994140625,,
3046,1.9714545011520386,,
3054,1.9850010871887207,,
3062,1.9748268127441406,,
3070,1.9765455722808838,,
3078,1.9430910348892212,,
3096,1.9282736778259277,,
3104,1.9584803581237793,,
3112,1.9997022151947021,,
3120,1.9636355638504028,,
3128,1.9710724353790283,,
3146,1.9483999013900757,,
3154,1.9805903434753418,,
3162,1.9330884218215942,,
3170,1.9248243570327759,,
3178,1.940010666847229,,
3196,1.9368500709533691,,
3204,1.9176498651504517,,
3212,1.9705665111541748,,
3220,1.9257177114486694,,
3228,1.9597991704940796,,
3246,1.9411157369613647,,
3254,1.895623803138733,,
3262,1.9251981973648071,,
3270,1.9001924991607666,,
3278,1.9474208354949951,,
3296,1.9136275053024292,,
3304,1.9031935930252075,,
3312,1.9222030639648438,,
3320,1.9355980157852173,,
3328,1.921546220779419,,
3346,1.9138022661209106,,
3354,1.9333961009979248,,
3362,1.9230061769485474,,
3370,1.8930727243423462,,
3378,1.9048044681549072,,
3396,1.9298045635223389,,
3404,1.922141432762146,,
3412,1.8709006309509277,,
3420,1.9166477918624878,,
3428,1.889845609664917,,
3446,1.9333604574203491,,
3454,1.8940761089324951,,
3462,1.9236074686050415,,
3470,1.915472149848938,,
3478,1.8928585052490234,,
3496,1.8987681865692139,,
3504,1.8934532403945923,,
3512,1.9055956602096558,,
3520,1.9002161026000977,,
