_step,train/mean_loss
14,11.551118850708008
22,8.698726654052734
70,5.673745155334473
78,5.4803619384765625
97,6.618335247039795
121,5.275537967681885
156,6.059878349304199
164,5.917002201080322
204,5.508804798126221
220,5.431092262268066
228,5.386823654174805
244,5.290401458740234
276,5.136220932006836
284,5.141103267669678
292,5.046110153198242
308,5.033881664276123
316,4.96786642074585
324,4.96686315536499
332,4.910177230834961
348,4.894847869873047
374,5.168598651885986
390,4.973327159881592
398,4.913964748382568
414,4.870553970336914
438,4.8433685302734375
446,4.813077926635742
478,4.706629276275635
494,4.712426662445068
502,4.657992362976074
510,4.7361674308776855
518,4.5950236320495605
544,4.604188919067383
552,4.576117992401123
560,4.56483793258667
568,4.5735907554626465
592,4.510664463043213
608,4.475887298583984
616,4.427021026611328
632,4.435094833374023
640,4.456949234008789
648,4.435738563537598
656,4.4463958740234375
672,4.341104507446289
680,4.3798346519470215
706,4.378391265869141
722,4.319275856018066
738,4.327902793884277
762,4.262123107910156
778,4.236573696136475
802,4.284635066986084
818,4.162520408630371
826,4.183763027191162
834,4.204254627227783
850,4.227372169494629
858,4.147085666656494
876,4.150269031524658
884,4.185456275939941
908,4.1037278175354
916,4.156771659851074
948,4.121432781219482
956,4.040912628173828
964,4.060133934020996
972,4.040975093841553
996,4.013578414916992
1004,4.007029056549072
1028,4.003015041351318
1054,3.992658853530884
1062,3.931673049926758
1070,3.9556682109832764
1078,3.9187910556793213
1102,3.9463775157928467
1118,3.8454177379608154
1158,3.852909803390503
1166,3.843510627746582
1190,3.785175085067749
1198,3.764847993850708
1224,3.7644431591033936
1232,3.760178327560425
1240,3.729327917098999
1256,3.7512471675872803
1264,3.733466148376465
1280,3.698578357696533
1288,3.6212658882141113
1296,3.7215514183044434
1328,3.6634232997894287
1336,3.6165599822998047
1344,3.573446273803711
1352,3.590872049331665
1368,3.5913381576538086
1394,3.5553224086761475
1402,3.5421838760375977
1410,3.569114923477173
1418,3.5623891353607178
1426,3.4671144485473633
1434,3.5053038597106934
1442,3.4991683959960938
1482,3.478381633758545
1498,3.3875973224639893
1506,3.433711290359497
1514,3.4180922508239746
1556,3.4245402812957764
1564,3.3820691108703613
1580,3.3533413410186768
1596,3.3023805618286133
1628,3.2931246757507324
1636,3.288499116897583
1652,3.2072744369506836
1660,3.1936450004577637
1668,3.228945732116699
1676,3.2035679817199707
1692,3.1521687507629395
1700,3.1473469734191895
1708,3.183974266052246
1734,3.110952138900757
1774,3.067870616912842
1790,3.05883526802063
1806,3.0209755897521973
1830,2.986968517303467
1838,2.9983606338500977
1870,2.928373336791992
1878,2.891791343688965
1904,2.942333459854126
1936,2.854429244995117
1944,2.8919897079467773
1952,2.8313517570495605
1968,2.822171926498413
1976,2.787243604660034
1992,2.7354369163513184
2032,2.7181880474090576
2048,2.704704523086548
2090,2.6491191387176514
2098,2.631175994873047
2106,2.6563456058502197
2130,2.5773801803588867
2146,2.593898296356201
2154,2.5602662563323975
2170,2.5926222801208496
2178,2.569194793701172
2194,2.5474298000335693
2210,2.5277669429779053
2218,2.5680673122406006
2252,2.499664306640625
2260,2.5141921043395996
2268,2.4460182189941406
2284,2.4636659622192383
2300,2.429083824157715
2308,2.4581332206726074
2332,2.421419143676758
2340,2.408543348312378
2348,2.3762197494506836
2356,2.354607343673706
2372,2.3532845973968506
2388,2.3685336112976074
2406,2.330998182296753
2422,2.3156039714813232
2430,2.340710163116455
2510,2.285257577896118
2518,2.2226674556732178
2534,2.1984574794769287
2558,2.2395637035369873
2576,2.2351269721984863
2592,2.1821000576019287
2632,2.140425682067871
2640,2.1384568214416504
2672,2.1282765865325928
2688,2.1023707389831543
2728,2.0653650760650635
2746,2.075897693634033
2754,2.0835680961608887
2762,2.063917875289917
2770,2.0698797702789307
2812,2.052656888961792
2820,2.0529232025146484
2862,2.0272696018218994
2870,2.035642623901367
2878,2.015927314758301
2912,1.995054841041565
2920,1.9488446712493896
2928,2.0273470878601074
2946,1.9821871519088745
2996,1.9677903652191162
3012,1.9831310510635376
3020,1.9914242029190063
3028,1.9533843994140625
3046,1.9714545011520386
3062,1.9748268127441406
3070,1.9765455722808838
3104,1.9584803581237793
3112,1.9997022151947021
3162,1.9330884218215942
3170,1.9248243570327759
3212,1.9705665111541748
3220,1.9257177114486694
3228,1.9597991704940796
3254,1.895623803138733
3270,1.9001924991607666
3278,1.9474208354949951
3312,1.9222030639648438
3320,1.9355980157852173
3362,1.9230061769485474
3378,1.9048044681549072
3412,1.8709006309509277
3454,1.8940761089324951
3478,1.8928585052490234
3496,1.8987681865692139
3504,1.8934532403945923
3539,3.122687339782715
3565,2.2849526405334473
3613,2.1673638820648193
3621,2.172691583633423
3629,2.1561546325683594
3637,2.1681578159332275
3653,2.1104228496551514
3661,2.09308123588562
3669,2.12414288520813
3685,2.1087605953216553
3709,2.0819365978240967
3727,2.0610504150390625
3735,2.0902273654937744
3751,2.0478622913360596
3783,2.068542718887329
3815,1.9970382452011108
3831,2.009617805480957
3847,2.002333879470825
3855,2.0095651149749756
3879,1.9667272567749023
3929,1.947404146194458
3961,1.957666277885437
3977,1.94126558303833
3993,1.9398820400238037
4009,1.925465703010559
4017,1.920914649963379
4025,1.9495612382888794
4033,1.919450044631958
4075,1.9195739030838013
4083,1.8671709299087524
4099,1.8920210599899292
4107,1.8945589065551758
4115,1.8876577615737915
4123,1.8700686693191528
4147,1.874385118484497
4171,1.8576687574386597
4179,1.8322781324386597
4187,1.8857744932174683
4195,1.8638099431991577
4237,1.8346078395843506
4269,1.8245420455932617
4287,1.8264492750167847
4303,1.8075034618377686
4311,1.7969651222229004
4319,1.78595769405365
4345,1.8092105388641357
4353,1.8257077932357788
4361,1.7785568237304688
4369,1.8056931495666504
4387,1.7490137815475464
4469,1.7564537525177002
4495,1.7722454071044922
4511,1.754054307937622
4553,1.7653555870056152
4587,1.7348790168762207
4595,1.7580831050872803
4661,1.7015838623046875
4669,1.6945521831512451
4695,1.6905872821807861
4703,1.708091378211975
4719,1.7255134582519531
4737,1.7133522033691406
4837,1.7156479358673096
4853,1.7004765272140503
4861,1.7281242609024048
4869,1.7087184190750122
4903,1.6852909326553345
4945,1.675745964050293
4953,1.693752646446228
4969,1.7227699756622314
4987,1.6992486715316772
4995,1.7064037322998047
5003,1.6935456991195679
5045,1.6825515031814575
5069,1.6816264390945435
5087,1.6941189765930176
5111,1.6709012985229492
5119,1.6437195539474487
5137,1.6755880117416382
5145,1.6803088188171387
5169,1.6741893291473389
5187,1.675614833831787
5195,1.663419485092163
5203,1.6433717012405396
5211,1.6499252319335938
5237,1.6555110216140747
5245,1.6717381477355957
5253,1.6514289379119873
5261,1.6499100923538208
5269,1.6695356369018555
5303,1.6496813297271729
5345,1.6447153091430664
5369,1.6501221656799316
5395,1.6355786323547363
5411,1.6326426267623901
5448,2.367894172668457
5456,2.159597873687744
5488,2.1151461601257324
5496,2.044323205947876
5504,2.06225848197937
5512,2.0844523906707764
5536,2.109891891479492
5544,2.0467727184295654
5552,2.0305683612823486
5568,2.0589640140533447
5576,2.0414512157440186
5584,2.0415542125701904
5600,2.0431957244873047
5626,2.0392494201660156
5642,2.004763603210449
5666,2.0337681770324707
5690,1.9890211820602417
5698,2.039198875427246
5746,1.984002709388733
5754,2.027041435241699
5788,1.9892463684082031
5812,2.0139353275299072
5820,1.9384275674819946
5844,1.9339278936386108
5876,1.9394170045852661
5884,1.9361056089401245
5900,1.9075788259506226
5908,1.9135997295379639
5924,1.9207706451416016
5940,1.9243344068527222
5966,1.9401973485946655
5990,1.9105346202850342
5998,1.9079153537750244
6014,1.8664073944091797
6022,1.9229539632797241
6030,1.9032636880874634
6046,1.8590823411941528
6062,1.8836575746536255
6070,1.8444201946258545
6078,1.9106074571609497
6086,1.882411241531372
6152,1.860041856765747
6160,1.8534672260284424
6168,1.8594468832015991
6208,1.8598878383636475
6240,1.8294302225112915
6256,1.7890007495880127
6264,1.8005660772323608
6272,1.7918243408203125
6298,1.777940034866333
6306,1.7973828315734863
6314,1.7780779600143433
6338,1.7812594175338745
6346,1.796779751777649
6370,1.7734607458114624
6386,1.7464168071746826
6394,1.7721115350723267
6402,1.765656590461731
6410,1.7425369024276733
6418,1.7514475584030151
6434,1.754658818244934
6468,1.765570044517517
6508,1.7308534383773804
6524,1.7060902118682861
6532,1.6908860206604004
6548,1.7030524015426636
6556,1.7218310832977295
6564,1.736816167831421
6572,1.7057679891586304
6604,1.7286102771759033
6620,1.7241950035095215
6638,1.7232081890106201
6654,1.7101675271987915
6662,1.732777714729309
6702,1.698380947113037
6710,1.6808432340621948
6726,1.6667383909225464
6742,1.6510162353515625
6782,1.6576251983642578
6790,1.6250356435775757
6816,1.6558345556259155
6824,1.670595407485962
6832,1.6517854928970337
6840,1.6632646322250366
6888,1.6423089504241943
6944,1.5924679040908813
6986,1.6136906147003174
6994,1.5978142023086548
7002,1.5828533172607422
7010,1.6075514554977417
7026,1.568599820137024
7034,1.5910731554031372
7042,1.5849720239639282
7050,1.5897045135498047
7058,1.5869660377502441
7074,1.5303044319152832
7090,1.5780389308929443
7098,1.5723130702972412
7106,1.5625821352005005
7114,1.5562162399291992
7122,1.5518708229064941
7156,1.5221554040908813
7180,1.5303417444229126
7198,1.5331523418426514
7214,1.5372828245162964
7222,1.5197588205337524
7230,1.519378423690796
7256,1.563813328742981
7298,1.510817527770996
7306,1.5443071126937866
7314,1.4956492185592651
7330,1.5468753576278687
7348,1.5252898931503296
7372,1.4829823970794678
7406,1.5477948188781738
7414,1.5253938436508179
7422,1.4892351627349854
7472,1.4812567234039307
7498,1.5048198699951172
7522,1.5063494443893433
7548,1.4863803386688232
7572,1.4801757335662842
7598,1.4919203519821167
7656,1.47709321975708
7664,1.508960247039795
7698,1.4662072658538818
7714,1.476568341255188
7722,1.4684486389160156
7764,1.4190783500671387
7822,1.451707363128662
7830,1.4357737302780151
7856,1.4316195249557495
7898,1.4516994953155518
7906,1.435327172279358
7914,1.42206609249115
7930,1.4092845916748047
7948,1.4382575750350952
7956,1.4097206592559814
8030,1.4478142261505127
8056,1.3972971439361572
8064,1.3925683498382568
8072,1.4071478843688965
8098,1.3799539804458618
8164,1.4104828834533691
8172,1.3858908414840698
8198,1.3785803318023682
8222,1.3953866958618164
8248,1.3915551900863647
8256,1.3896253108978271
8272,1.3981107473373413
8322,1.400311827659607
8330,1.3839616775512695
8356,1.372496247291565
8364,1.3637408018112183
8380,1.4075149297714233
8398,1.3677334785461426
8406,1.3781840801239014
8414,1.3817272186279297
8430,1.3827095031738281
8448,1.3594812154769897
8456,1.3777538537979126
8464,1.391696810722351
8472,1.388179898262024
8480,1.3649870157241821
8506,1.4004034996032715
8522,1.392484188079834
8530,1.3684724569320679
8548,1.3600406646728516
8556,1.3921849727630615
8598,1.3765077590942383
8614,1.3716630935668945
8622,1.356759786605835
8630,1.373410940170288
8648,1.377882719039917
8664,1.4100209474563599
8672,1.3575894832611084
8698,1.3774192333221436
8706,1.3408422470092773
8714,1.3618645668029785
8722,1.3425164222717285
8730,1.39301598072052
8748,1.3591768741607666
8756,1.3552054166793823
8780,1.3698267936706543
8814,1.3640047311782837
8822,1.341018795967102
8864,1.3246687650680542
8872,1.3616231679916382
8880,1.3393197059631348
8898,1.3877748250961304
8914,1.369964599609375
8922,1.3711843490600586
8956,1.3379358053207397
8964,1.3641868829727173
8980,1.3604850769042969
8998,1.3756858110427856
9006,1.3511649370193481
9106,1.3138188123703003
9122,1.351180076599121
